user_id,course_id,rating,enrollment_status,completion_status,timestamp
4241,326244,1,Yes,Not Started,2025-01-09
1850,297742,5,Yes,Not Started,2024-11-21
3000,1178820,4,Yes,Not Started,2024-09-02
116,745110,4,No,In Progress,2024-07-12
403,749468,1,No,Completed,2024-07-26
3355,666254,3,Yes,Not Started,2024-11-22
124,82412,5,No,Not Started,2024-03-18
4643,467408,2,Yes,In Progress,2024-04-27
523,300466,4,Yes,In Progress,2024-03-04
1500,812602,3,No,Completed,2024-07-12
2852,629082,3,Yes,Completed,2024-06-16
404,779678,1,Yes,Completed,2024-08-31
2827,665866,2,Yes,Not Started,2024-06-05
1438,550842,2,No,Not Started,2024-03-13
532,212506,5,Yes,Completed,2024-10-17
1471,948440,4,Yes,In Progress,2024-03-17
241,228268,4,Yes,Not Started,2024-10-18
613,192870,5,Yes,Not Started,2024-11-22
1175,1113702,2,Yes,In Progress,2024-09-18
3715,139778,4,Yes,Not Started,2024-12-10
1135,1134864,5,Yes,Completed,2024-05-24
2478,761768,4,Yes,In Progress,2024-09-29
594,201472,1,Yes,Not Started,2024-04-14
3952,45941,3,No,Not Started,2024-04-02
4627,544176,2,Yes,In Progress,2024-03-09
1958,529028,5,No,Completed,2024-12-10
4809,437398,2,No,Completed,2024-12-29
395,1010988,1,Yes,Not Started,2024-09-01
4701,546832,2,Yes,In Progress,2024-12-28
3393,1210098,2,No,Not Started,2024-12-14
1942,1185535,1,No,Not Started,2025-01-17
2201,1159822,5,No,In Progress,2024-02-29
3152,834114,2,No,In Progress,2025-01-26
4275,287010,4,No,Not Started,2025-01-20
882,545918,5,Yes,Completed,2024-07-01
2813,1031780,3,Yes,In Progress,2024-07-09
1237,846832,2,Yes,In Progress,2024-11-25
4542,21080,3,No,Not Started,2024-07-22
3517,625568,2,Yes,In Progress,2024-08-03
3890,595876,2,Yes,Completed,2024-09-26
3931,20387,5,Yes,Not Started,2024-10-12
1082,874960,5,Yes,Not Started,2024-11-20
3972,427530,2,No,Completed,2024-08-29
2724,865634,2,No,Not Started,2024-12-14
1666,1187084,5,No,Completed,2024-07-07
4809,548764,1,No,In Progress,2025-01-21
1680,395140,1,No,In Progress,2024-03-28
3368,278948,2,No,In Progress,2024-09-19
2728,737514,2,No,In Progress,2024-08-27
3968,570844,2,No,Completed,2024-06-12
2750,326948,1,No,In Progress,2025-02-09
4850,754028,5,No,Not Started,2024-03-22
1534,787340,3,No,In Progress,2024-09-12
3325,777932,2,Yes,Completed,2024-02-17
3866,576108,2,No,In Progress,2024-08-29
344,739972,2,Yes,Completed,2025-02-01
4296,1132694,2,Yes,Not Started,2024-04-19
4028,1176460,1,No,Not Started,2024-11-08
3154,835712,3,Yes,Completed,2024-06-05
3185,429080,1,No,Not Started,2024-03-31
229,964478,2,No,In Progress,2024-08-20
1785,628876,1,No,In Progress,2024-05-21
2859,212952,1,Yes,In Progress,2024-02-12
3477,1018358,2,No,Completed,2024-11-18
4075,304426,4,Yes,Completed,2024-11-03
459,459926,5,Yes,Not Started,2024-04-11
1875,937586,4,Yes,In Progress,2024-03-27
4012,961684,5,Yes,In Progress,2024-09-03
3139,58791,3,Yes,Not Started,2024-12-16
3964,1250694,2,No,In Progress,2024-02-27
3925,692176,1,No,In Progress,2024-08-20
123,523216,2,Yes,Not Started,2024-10-14
3275,946310,3,Yes,Not Started,2025-01-04
966,185500,4,Yes,Not Started,2024-11-10
4909,549064,4,No,In Progress,2024-07-05
1151,926206,3,Yes,Completed,2024-03-10
2549,996612,1,Yes,In Progress,2024-08-02
4882,1085580,2,No,Not Started,2025-01-23
168,1076424,2,No,Not Started,2024-12-31
2448,1063430,4,No,In Progress,2024-11-07
2876,22445,4,Yes,In Progress,2024-08-25
1367,951304,3,Yes,Completed,2024-12-26
979,37821,1,Yes,Not Started,2024-04-09
4754,658764,1,Yes,Not Started,2024-02-26
753,28295,2,Yes,Completed,2024-07-16
2242,1024800,2,Yes,In Progress,2024-06-03
3696,59922,5,Yes,In Progress,2024-12-16
3803,368958,3,No,Completed,2024-09-01
78,1147458,3,Yes,Completed,2024-09-05
4961,1005312,4,No,Not Started,2025-02-08
290,377370,1,No,Not Started,2024-07-03
2415,1240522,4,Yes,Completed,2024-11-09
3698,783292,1,No,Not Started,2024-12-04
786,1101382,4,Yes,In Progress,2024-06-03
3574,638980,3,Yes,In Progress,2024-09-13
1808,1112604,2,No,In Progress,2024-05-07
1015,654680,2,Yes,Not Started,2024-06-02
1555,609642,2,No,In Progress,2024-11-05
3263,1088178,3,No,Not Started,2024-07-23
3414,130064,1,No,Not Started,2024-07-22
4892,532216,5,Yes,Not Started,2024-11-09
4012,923146,5,Yes,In Progress,2024-04-10
4072,856526,3,Yes,In Progress,2024-11-12
1142,149602,4,Yes,Completed,2024-05-23
1311,16646,5,No,Not Started,2024-09-23
29,854690,1,Yes,In Progress,2025-01-24
4006,631444,2,Yes,In Progress,2024-03-07
3675,968278,3,No,Completed,2024-09-27
4517,833770,3,No,In Progress,2024-12-28
2654,829182,4,No,In Progress,2024-07-25
4810,860890,3,Yes,In Progress,2024-09-27
1202,976284,1,Yes,Completed,2024-06-30
1315,1181900,5,No,Not Started,2025-01-25
4246,780150,2,No,In Progress,2024-05-25
4578,701634,1,Yes,Not Started,2024-08-07
2548,1017568,4,No,In Progress,2024-10-19
3648,572992,3,No,In Progress,2024-12-31
2684,269830,3,No,Completed,2024-12-12
314,295909,4,Yes,Not Started,2024-10-21
1202,149042,5,Yes,Not Started,2024-03-26
2997,1261210,2,No,In Progress,2024-11-19
3746,636858,2,No,Completed,2024-11-23
693,738900,5,Yes,Not Started,2024-12-22
4350,493014,5,No,In Progress,2025-01-24
262,553832,3,No,In Progress,2025-01-10
2673,206986,1,No,In Progress,2024-05-07
4000,576722,2,No,Not Started,2024-09-12
3852,901082,4,Yes,Not Started,2024-05-20
3946,304000,5,Yes,In Progress,2024-02-26
1357,69414,3,No,In Progress,2024-08-12
3205,811534,4,Yes,Completed,2024-11-08
3002,777654,1,Yes,Not Started,2024-03-20
911,821108,1,No,In Progress,2024-05-10
2231,86558,4,No,In Progress,2024-09-30
2399,106358,5,Yes,In Progress,2024-12-16
16,757450,5,No,Not Started,2024-08-04
3551,1000574,5,Yes,Completed,2024-07-09
785,365926,2,No,Completed,2024-05-14
726,512000,4,No,In Progress,2024-11-09
2535,1094930,4,Yes,Completed,2024-11-27
4412,128950,1,Yes,In Progress,2024-08-28
3405,1004008,5,Yes,Completed,2024-04-08
484,834114,3,No,Completed,2025-01-02
4533,532008,4,Yes,Not Started,2024-08-15
3672,840300,3,Yes,In Progress,2024-09-29
904,263818,5,No,In Progress,2024-04-11
610,851712,4,Yes,In Progress,2024-06-12
2106,1094930,5,No,Completed,2024-09-28
3230,654422,4,Yes,Not Started,2024-11-04
1792,596026,4,No,Not Started,2024-04-06
4296,1009236,4,Yes,Completed,2024-07-07
4781,600486,2,No,Not Started,2024-06-08
2167,733878,4,Yes,Completed,2024-02-21
529,713416,5,No,In Progress,2024-04-20
952,687742,1,No,In Progress,2024-10-05
3342,970880,3,Yes,Not Started,2025-01-21
716,729128,2,Yes,Not Started,2024-03-20
1905,953442,1,No,Not Started,2024-10-22
4962,1111630,1,No,Not Started,2025-01-09
3839,963094,3,No,Not Started,2024-02-15
4332,532572,2,Yes,In Progress,2024-11-09
2184,789324,3,Yes,Completed,2024-09-11
1810,1128984,3,No,In Progress,2024-06-17
122,473160,5,No,Not Started,2024-09-24
1604,907416,2,No,In Progress,2024-03-20
573,518886,2,Yes,Not Started,2024-08-10
3350,956102,3,No,Not Started,2024-03-17
4291,881062,4,No,Completed,2025-02-04
4409,991630,2,No,Not Started,2024-08-29
3038,1193056,3,No,Completed,2024-09-30
1501,975046,1,Yes,Not Started,2025-01-08
2971,1159822,3,Yes,Completed,2024-04-19
847,476268,3,No,Not Started,2024-07-14
4360,112296,2,No,In Progress,2024-09-30
1196,589342,3,Yes,In Progress,2024-03-29
2137,200742,5,Yes,Completed,2024-10-31
4812,366514,5,No,Not Started,2024-05-22
3454,1120554,2,Yes,Not Started,2024-03-31
880,945336,3,Yes,Not Started,2024-03-19
2129,25615,1,No,Completed,2025-01-18
2393,917176,1,Yes,Not Started,2024-08-31
454,657710,4,Yes,Not Started,2024-09-13
356,720994,2,Yes,Completed,2024-04-11
4767,983444,4,Yes,Not Started,2024-04-24
2873,399938,2,No,In Progress,2024-05-21
157,709324,2,No,Completed,2025-01-24
3167,119276,2,Yes,In Progress,2024-09-18
3102,270808,3,Yes,Not Started,2024-08-07
2935,304410,3,Yes,Completed,2024-06-13
3183,443584,1,Yes,Completed,2024-09-05
1675,320798,2,No,In Progress,2024-10-23
1606,1019552,4,Yes,Not Started,2024-06-16
4428,1139792,1,No,Completed,2024-11-06
3291,559512,3,Yes,Completed,2025-02-09
2773,221872,5,No,In Progress,2024-07-24
487,270808,3,Yes,In Progress,2024-03-03
2997,1158572,3,No,Completed,2025-01-02
1168,317030,2,Yes,Completed,2024-10-30
3309,56058,4,Yes,In Progress,2024-04-14
490,1114164,2,Yes,Completed,2024-04-04
330,19603,1,Yes,Completed,2024-04-04
494,770486,1,No,Completed,2024-03-26
2396,30318,4,No,Completed,2024-12-01
1205,1025026,5,Yes,Completed,2025-01-08
1001,590794,4,Yes,Completed,2024-09-05
1575,540724,3,Yes,In Progress,2024-08-01
1112,185528,1,No,Completed,2024-04-10
1919,1072248,4,Yes,Not Started,2025-01-21
4563,22445,4,Yes,In Progress,2024-05-12
2440,1151342,5,Yes,Completed,2024-12-04
3139,252950,2,No,Not Started,2024-11-22
2478,661802,1,No,In Progress,2024-11-20
417,343818,1,No,Completed,2024-10-21
4831,839032,4,No,In Progress,2024-06-08
506,744618,1,Yes,Not Started,2024-05-05
3247,77642,5,No,Completed,2024-11-14
2702,180384,5,Yes,Completed,2024-11-06
140,546832,3,Yes,Completed,2024-10-31
2539,964478,2,Yes,In Progress,2024-04-11
497,1170894,2,No,Not Started,2024-04-28
4503,101038,1,No,Completed,2024-11-15
3228,734280,5,Yes,In Progress,2024-03-21
4312,466558,1,No,Not Started,2025-02-09
2222,903526,3,No,Not Started,2024-05-22
24,730702,2,No,Not Started,2024-09-12
1825,525114,3,No,In Progress,2024-11-17
206,656364,2,No,Not Started,2025-01-25
3958,499504,3,No,Completed,2024-06-11
4786,20461,1,No,In Progress,2025-02-07
2328,255604,2,Yes,Completed,2024-02-29
350,902748,2,Yes,In Progress,2024-04-06
3463,711210,4,No,Completed,2024-09-15
4639,961774,3,No,Completed,2024-11-12
1787,704732,4,No,In Progress,2024-12-11
4531,764076,5,No,Completed,2024-09-03
273,513846,5,Yes,Not Started,2024-07-30
368,1124244,5,Yes,In Progress,2024-08-21
1915,631754,4,No,In Progress,2024-05-11
307,616818,1,Yes,Completed,2024-08-04
3278,592122,5,Yes,Not Started,2024-03-10
4840,721202,3,Yes,In Progress,2024-07-13
1926,41890,5,No,Not Started,2024-09-13
4566,459946,3,No,In Progress,2024-06-23
2752,1221032,1,No,In Progress,2024-07-15
4952,1105904,3,Yes,In Progress,2024-06-24
832,24334,1,Yes,Not Started,2025-02-05
3570,834924,5,Yes,Completed,2024-11-08
4530,745120,1,Yes,In Progress,2024-10-29
2419,721274,2,No,Not Started,2024-11-25
4036,674646,1,Yes,Not Started,2025-01-07
1344,518886,1,No,Completed,2024-07-18
961,741172,3,Yes,In Progress,2024-11-26
3157,1034636,3,Yes,Completed,2024-08-27
3560,294294,5,No,Not Started,2024-06-26
349,762374,3,Yes,Not Started,2024-04-04
3180,1160196,5,No,Completed,2024-04-17
708,128384,4,No,In Progress,2024-04-19
4317,909244,4,Yes,Not Started,2024-08-08
4885,602812,4,No,In Progress,2024-04-29
2153,537886,1,Yes,Completed,2024-11-27
3371,221872,1,No,Completed,2024-02-24
376,750934,4,No,Not Started,2024-07-11
2265,576636,4,Yes,Completed,2025-01-30
835,587902,2,No,In Progress,2024-07-25
1570,833442,3,No,In Progress,2024-03-21
1449,81278,5,No,Not Started,2024-09-08
4842,581256,5,No,Not Started,2024-03-03
2379,939962,2,Yes,Not Started,2024-05-27
20,991094,1,No,In Progress,2024-07-08
723,414744,5,Yes,Not Started,2024-05-01
3596,19260,2,Yes,Not Started,2024-07-18
2591,294294,3,Yes,Completed,2024-04-18
4578,406504,2,Yes,Completed,2024-03-29
3856,1174974,5,Yes,Not Started,2024-06-17
2283,367460,5,No,Not Started,2024-09-14
1889,904076,4,Yes,Completed,2024-09-20
3777,867682,3,Yes,Completed,2024-07-24
3434,455120,5,Yes,Completed,2024-11-01
2970,739910,4,No,In Progress,2024-05-15
977,1062144,1,Yes,Not Started,2024-03-20
1766,326326,4,Yes,Not Started,2024-09-26
426,342398,4,Yes,Completed,2024-04-24
1608,365426,2,Yes,Completed,2024-07-21
4887,834924,3,No,In Progress,2024-04-07
2341,965832,1,No,Not Started,2024-08-10
1088,337072,5,Yes,In Progress,2024-04-29
1242,200742,4,No,In Progress,2024-03-20
3603,1179546,1,Yes,In Progress,2024-08-01
2632,953432,1,Yes,In Progress,2024-11-04
4843,212398,1,No,In Progress,2024-08-02
4833,529718,2,Yes,In Progress,2024-08-24
466,954036,2,No,Not Started,2025-01-20
1063,577198,3,Yes,Not Started,2024-06-23
762,40670,3,Yes,Completed,2024-02-21
3209,1016388,5,Yes,In Progress,2024-12-03
1148,1243448,2,Yes,In Progress,2024-09-06
4103,1225194,2,Yes,Completed,2024-12-11
1313,1075570,5,Yes,In Progress,2024-11-19
3819,588764,3,Yes,Not Started,2024-10-09
2198,783158,3,Yes,In Progress,2024-11-22
4192,600316,1,Yes,Completed,2025-01-14
2,98706,3,Yes,Not Started,2024-08-02
4463,1000966,2,Yes,In Progress,2024-09-10
458,17349,2,No,In Progress,2024-08-16
4457,955914,1,No,Not Started,2024-07-27
1454,791610,1,Yes,Not Started,2024-08-15
3602,390198,2,Yes,In Progress,2024-10-10
895,793000,5,No,In Progress,2024-02-17
3485,497236,2,No,Not Started,2024-12-21
1928,574876,4,No,Completed,2024-06-13
431,645714,3,Yes,Not Started,2024-11-22
4992,579642,2,No,In Progress,2024-12-30
2166,56513,4,No,Completed,2024-09-17
3364,1254852,5,No,In Progress,2024-05-26
3539,188604,1,No,In Progress,2024-02-26
1687,695656,3,No,Completed,2024-12-12
242,1078254,4,No,In Progress,2024-12-06
1598,469526,2,No,Completed,2024-07-30
1502,311530,2,No,Not Started,2024-06-09
1702,173134,1,Yes,Not Started,2024-12-08
286,811452,4,Yes,Completed,2024-04-20
2055,1050168,3,No,Not Started,2024-04-28
4804,26845,3,No,Not Started,2024-06-12
4934,978576,3,Yes,Completed,2024-03-16
1545,411168,5,No,Not Started,2025-01-14
1277,1051856,5,No,Not Started,2024-05-23
3146,786984,3,No,Completed,2024-05-20
2785,642656,3,Yes,In Progress,2024-02-20
504,1105636,5,Yes,Not Started,2024-11-29
1903,475032,2,No,In Progress,2024-05-09
1290,897238,3,Yes,Not Started,2024-11-13
4973,882128,5,Yes,Completed,2024-11-28
3083,1088924,2,No,Not Started,2025-02-03
4869,1103954,1,Yes,In Progress,2024-05-14
329,436210,2,No,Not Started,2025-01-12
4161,911712,4,Yes,Completed,2025-02-05
4596,928040,2,Yes,Not Started,2024-06-28
4726,73044,1,Yes,Completed,2024-08-31
3204,814848,1,Yes,In Progress,2024-03-29
1283,669346,2,No,In Progress,2024-04-02
174,399640,2,Yes,Not Started,2024-12-09
2188,941310,3,No,Completed,2024-03-13
4720,811452,5,No,In Progress,2024-09-26
4570,73898,4,No,In Progress,2024-11-05
454,592338,1,Yes,Completed,2024-11-21
2043,975060,3,No,Not Started,2024-08-26
2001,782256,4,Yes,In Progress,2024-10-28
2841,713258,5,No,Not Started,2024-04-28
4759,950748,3,Yes,In Progress,2024-12-02
3929,742106,4,Yes,Completed,2024-04-03
569,117004,3,Yes,In Progress,2024-10-26
2598,1058530,4,No,In Progress,2024-06-11
2340,516394,4,Yes,Completed,2024-04-12
4355,743634,5,Yes,Not Started,2024-12-14
2827,628798,5,Yes,In Progress,2024-10-08
4011,380582,3,No,Completed,2025-02-05
439,969170,3,No,Completed,2024-03-05
3585,24877,4,Yes,In Progress,2024-09-12
9,826568,1,No,In Progress,2024-11-06
4503,514398,2,No,Completed,2024-05-06
3861,733922,2,No,In Progress,2024-05-12
2618,1026206,3,Yes,In Progress,2024-06-04
2264,915964,2,Yes,Not Started,2024-08-13
2359,620372,4,No,Completed,2024-12-09
448,597084,2,Yes,Not Started,2024-08-18
481,429952,2,Yes,Not Started,2024-04-27
1838,1156648,1,Yes,Not Started,2024-08-07
4564,1179546,3,Yes,Not Started,2024-08-20
429,392958,1,No,Not Started,2024-02-27
502,1109736,2,No,Not Started,2024-07-11
1392,420982,4,No,Completed,2024-03-03
3078,772480,1,Yes,In Progress,2024-05-15
3269,674608,4,No,In Progress,2024-11-08
167,967058,4,No,Not Started,2024-07-02
347,1174446,1,Yes,In Progress,2024-03-14
4542,446608,2,Yes,Not Started,2024-07-08
4014,907444,1,No,Not Started,2024-07-21
2598,629142,3,No,Not Started,2024-02-19
3393,1200856,5,Yes,Completed,2024-09-11
1614,134144,2,Yes,In Progress,2024-10-06
4886,615204,1,Yes,In Progress,2025-02-02
562,262818,5,No,Completed,2024-12-21
3389,439968,2,Yes,In Progress,2024-05-02
3452,1269190,2,No,In Progress,2024-07-03
3510,885413,4,Yes,Completed,2024-06-03
786,425084,3,Yes,Not Started,2024-05-07
4985,308690,5,Yes,Completed,2024-04-25
865,688244,4,No,Not Started,2024-07-12
4976,1103590,2,Yes,In Progress,2024-09-12
1911,826202,4,No,Completed,2024-07-23
2085,966522,1,No,Not Started,2024-04-06
4642,676554,3,Yes,In Progress,2024-11-14
1243,484132,2,No,In Progress,2025-01-04
3546,348920,1,No,Completed,2024-11-11
18,619296,1,No,Completed,2025-01-09
67,53256,5,No,In Progress,2024-02-18
3432,581598,2,Yes,Not Started,2024-02-13
3803,1089652,3,Yes,Not Started,2024-08-05
4515,722274,1,No,Completed,2024-03-29
3776,177214,4,Yes,In Progress,2025-02-11
924,309820,4,Yes,In Progress,2024-06-03
2598,882488,5,No,In Progress,2024-11-15
4267,521234,5,No,Not Started,2024-11-30
3280,441112,4,Yes,Not Started,2024-05-12
3895,859446,3,No,Completed,2024-06-29
603,963664,3,No,Completed,2024-09-24
1261,556922,3,No,In Progress,2024-12-21
1274,552058,4,Yes,Not Started,2024-09-24
1034,861444,2,Yes,Completed,2024-08-14
3646,723818,4,Yes,In Progress,2024-10-19
3070,1084454,3,No,In Progress,2024-03-15
2769,968278,2,Yes,Completed,2024-04-09
246,65493,1,No,In Progress,2024-12-22
4959,571394,1,Yes,Completed,2024-05-01
1566,1041522,4,Yes,In Progress,2025-02-10
3913,570416,5,No,Not Started,2024-05-12
3480,927336,3,Yes,In Progress,2024-08-17
783,1136912,1,No,In Progress,2024-05-25
1572,422546,3,Yes,In Progress,2024-07-27
3340,1075366,2,Yes,Not Started,2024-10-08
2926,836926,5,Yes,Not Started,2024-09-05
82,870936,4,No,Completed,2024-12-22
386,294914,1,No,Completed,2024-05-21
29,398224,3,No,In Progress,2024-08-07
4723,569436,1,Yes,Not Started,2024-07-26
4109,1247828,5,No,Not Started,2024-10-06
3892,151956,1,No,In Progress,2024-08-28
2647,188828,5,No,Completed,2024-07-21
4246,482834,3,Yes,Completed,2024-08-30
484,294294,5,Yes,Not Started,2024-03-13
4519,530426,5,No,Completed,2024-07-21
14,219844,5,Yes,Completed,2024-09-26
135,984072,3,No,In Progress,2024-04-10
2586,65802,3,No,In Progress,2024-11-09
1420,1131732,4,No,Completed,2024-05-04
497,916902,4,No,Not Started,2024-03-12
3733,212506,4,No,Completed,2024-10-13
2182,28172,3,No,In Progress,2024-05-22
2550,1164568,1,No,In Progress,2024-05-16
2362,517466,1,No,Completed,2025-01-09
4033,791610,3,No,Completed,2024-10-07
1399,1187758,5,Yes,In Progress,2024-07-14
3471,1046992,2,No,In Progress,2024-02-14
2428,760306,5,Yes,In Progress,2024-11-03
3957,791574,1,Yes,Completed,2024-07-21
451,590794,4,No,In Progress,2024-06-14
1715,206986,3,Yes,Not Started,2024-08-13
1865,403604,1,No,In Progress,2024-09-13
3879,304000,5,Yes,Completed,2024-05-26
680,874960,2,Yes,Completed,2024-10-03
1829,594852,5,No,Completed,2025-01-12
1126,548044,4,Yes,In Progress,2025-01-05
95,1122146,4,Yes,In Progress,2024-10-07
535,1013762,2,Yes,Not Started,2024-03-29
4913,436496,1,No,Completed,2024-09-18
4481,870936,4,No,In Progress,2024-08-03
160,446134,2,No,Not Started,2024-09-24
2752,715516,2,Yes,In Progress,2024-10-06
3775,341952,4,No,In Progress,2024-08-10
321,352782,5,Yes,Completed,2024-08-24
1587,199500,4,No,In Progress,2024-09-01
1114,959604,1,No,In Progress,2024-03-28
2460,876444,3,No,Completed,2024-05-11
2530,644820,1,No,Not Started,2025-01-11
4517,1250694,5,Yes,Completed,2024-11-25
2757,562668,4,Yes,Completed,2024-02-27
666,678150,2,Yes,In Progress,2024-12-25
4333,561800,4,Yes,In Progress,2024-08-09
2778,165122,2,Yes,Completed,2024-07-20
4677,1079370,5,No,Completed,2024-11-05
885,379814,5,No,Not Started,2024-05-16
503,433084,2,Yes,Completed,2024-07-07
2437,880202,4,Yes,Not Started,2024-08-21
3425,1241518,1,Yes,Not Started,2024-10-20
227,266004,4,No,In Progress,2024-11-26
360,138004,4,Yes,In Progress,2025-02-11
4112,1039442,4,No,Completed,2024-11-12
4648,405282,1,No,Not Started,2024-09-30
3951,1117834,2,Yes,Not Started,2024-08-25
2051,576722,3,Yes,In Progress,2024-07-15
411,629142,5,No,In Progress,2024-06-14
4167,661780,4,Yes,Completed,2024-03-12
3065,738900,1,Yes,Not Started,2024-05-24
4994,982328,1,Yes,Completed,2024-07-02
1583,1070976,1,No,Not Started,2024-12-19
3622,1169188,4,No,In Progress,2024-11-06
1051,213984,4,No,In Progress,2024-12-16
3949,886614,5,No,Completed,2025-01-17
116,770526,2,Yes,Completed,2024-04-18
1970,189160,4,No,In Progress,2024-07-11
971,767400,3,No,In Progress,2024-09-11
1832,770526,4,No,Not Started,2024-10-13
1484,577796,1,No,In Progress,2024-09-14
4436,829182,4,No,Completed,2024-11-29
345,686430,5,No,Completed,2024-04-03
4846,21386,2,No,Completed,2024-05-03
3863,98140,1,No,In Progress,2024-11-02
2678,674350,3,No,In Progress,2025-01-16
4654,17922,4,No,In Progress,2025-01-26
2048,1049092,1,No,Completed,2024-06-09
3530,615106,5,Yes,Not Started,2024-10-27
4121,1133648,2,Yes,Completed,2024-03-22
1599,796486,3,No,In Progress,2024-04-21
911,386922,4,Yes,In Progress,2024-07-02
2110,810576,4,No,In Progress,2024-03-19
4967,146450,4,Yes,Not Started,2025-01-09
4143,655958,3,No,Not Started,2024-10-04
3313,424864,5,Yes,In Progress,2024-05-23
57,961630,1,No,In Progress,2024-03-14
4945,717278,2,Yes,In Progress,2025-01-17
863,240256,5,Yes,Not Started,2024-07-02
4753,639654,2,No,In Progress,2024-10-22
2223,782458,2,No,Completed,2024-08-02
174,762648,5,No,Completed,2024-08-17
774,1191088,3,No,Not Started,2025-01-07
2097,1100746,5,Yes,Not Started,2024-06-27
4857,173888,5,Yes,Not Started,2024-08-28
555,660460,3,Yes,Completed,2024-10-12
3473,474150,5,Yes,Not Started,2024-08-31
3519,1047750,5,No,Not Started,2024-05-02
1211,1161864,1,Yes,Completed,2024-03-30
3763,876898,3,No,In Progress,2024-10-04
4733,46927,2,Yes,Not Started,2024-02-15
1648,1196728,5,No,Not Started,2024-06-04
1757,967422,2,Yes,Completed,2024-11-11
259,640062,4,Yes,Not Started,2024-12-15
4485,1151092,4,No,Not Started,2024-06-02
589,791574,5,No,In Progress,2024-11-26
4165,1252630,2,Yes,Not Started,2024-08-25
1589,65033,5,No,Completed,2024-08-04
1760,971962,3,No,Completed,2024-12-12
4449,846210,1,No,In Progress,2024-03-07
2771,190816,2,Yes,Completed,2025-01-29
2346,75182,4,Yes,Completed,2024-12-25
3316,602450,5,No,In Progress,2024-03-08
895,839026,1,No,Completed,2024-12-20
1094,922464,2,No,Completed,2024-03-29
4268,845518,2,Yes,Not Started,2024-08-06
3354,1186514,3,Yes,Completed,2024-10-01
1110,552058,1,Yes,Not Started,2024-08-23
301,708514,1,No,Not Started,2024-09-16
4101,212438,2,Yes,Not Started,2025-01-30
2365,258232,1,No,In Progress,2024-05-21
3143,343886,4,Yes,In Progress,2024-08-19
1832,1266148,2,Yes,Not Started,2024-09-19
1371,832478,3,No,Not Started,2024-06-18
4629,86558,3,No,Not Started,2024-12-01
2416,918688,5,No,Not Started,2024-04-22
1430,791414,5,No,Not Started,2024-03-23
3854,852426,4,Yes,Completed,2024-02-18
1650,914164,2,Yes,Completed,2024-05-08
75,393850,4,Yes,Completed,2024-04-12
2795,657130,3,Yes,Not Started,2024-12-08
422,1006894,1,Yes,Not Started,2024-10-10
2043,525446,2,No,In Progress,2024-03-04
3573,654680,3,No,In Progress,2024-06-20
1806,270808,5,No,Not Started,2024-06-29
4515,1114164,3,Yes,In Progress,2024-09-30
2468,449788,5,Yes,Not Started,2025-02-01
2849,1115064,2,No,In Progress,2024-03-06
2509,538560,1,No,In Progress,2024-03-31
3426,967058,5,No,Not Started,2024-08-08
4580,1182624,4,Yes,In Progress,2024-08-02
1375,476988,1,No,In Progress,2024-02-13
4668,785328,3,No,Not Started,2024-08-18
2695,1170894,3,No,In Progress,2024-09-12
1085,932804,2,No,In Progress,2024-12-01
4095,304410,4,No,Completed,2024-07-28
1249,722754,4,No,In Progress,2025-01-16
2992,531360,1,Yes,Not Started,2024-07-05
3011,812610,4,Yes,Completed,2024-05-13
2502,792703,2,Yes,In Progress,2024-07-11
3564,1136912,1,Yes,Completed,2024-02-20
596,822926,1,No,In Progress,2024-09-08
2470,1049760,4,Yes,In Progress,2024-04-08
2346,1196544,2,Yes,Not Started,2025-02-04
4248,803058,2,No,In Progress,2024-05-23
2158,990440,5,No,Completed,2024-03-09
73,260756,1,No,Completed,2024-07-26
4472,893978,1,Yes,Not Started,2024-05-13
4287,628798,1,Yes,In Progress,2024-10-08
230,772950,3,No,Completed,2024-05-09
1238,1259560,3,No,Completed,2024-12-03
4130,380970,1,Yes,Not Started,2024-02-24
4200,631472,2,Yes,In Progress,2024-12-18
1257,633606,4,No,Not Started,2024-05-14
3252,71912,5,No,In Progress,2025-01-15
1761,140368,5,No,Not Started,2025-01-06
3594,1275790,5,No,Completed,2024-10-10
1199,1080466,3,No,In Progress,2024-03-21
466,625670,4,No,Completed,2024-10-24
3855,447210,5,No,Not Started,2024-06-27
2226,258886,3,Yes,Not Started,2024-10-05
2946,858764,1,No,Completed,2024-03-29
2159,1068986,5,Yes,Completed,2024-07-27
386,1071060,2,No,Not Started,2024-08-27
72,1246518,1,No,In Progress,2024-05-08
2218,1113008,2,No,In Progress,2024-05-02
2312,1201054,4,No,Completed,2024-05-31
2471,655300,2,No,Not Started,2024-11-10
4069,1029554,2,Yes,Completed,2025-01-18
1423,104304,1,Yes,Completed,2024-08-03
571,912254,1,No,Completed,2024-05-13
33,1199774,5,No,Not Started,2024-03-21
4008,556076,2,Yes,Completed,2024-05-10
2455,832870,1,No,Not Started,2024-07-20
3474,851288,2,No,Not Started,2024-03-04
4452,833398,5,Yes,Not Started,2024-07-03
1037,445118,3,Yes,Not Started,2024-08-04
2789,42146,3,No,Not Started,2024-12-04
4814,885342,3,No,Not Started,2024-10-04
1788,1160196,2,Yes,In Progress,2024-12-10
1607,1201912,3,Yes,Not Started,2024-05-09
4672,636418,1,No,Not Started,2024-04-04
2647,556068,4,Yes,Not Started,2024-09-26
4229,1034520,3,No,Not Started,2024-09-15
